mosi,miso
0x03,0xF1
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF1
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF1
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xEF
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF1
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF1
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF1
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF1
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF1
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF3
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xEF
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF2
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF1
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF2
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF2
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF1
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xEF
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF2
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF1
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF1
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF1
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF1
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF1
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xEF
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF3
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xEF
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF1
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF1
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xEF
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF1
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF2
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xEF
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF1
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF1
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF1
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF2
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF1
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF1
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF3
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF1
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF3
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF1
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF0
,
,
0x5E,0xA0
0x03,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x03,0xF2
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xED
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xED
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xE9
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xED
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xED
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEC
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEC
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEC
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xE9
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xED
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xE9
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEC
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEC
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xED
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEC
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEC
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xED
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xED
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xE9
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xE9
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEC
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xE9
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEC
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEC
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEC
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEC
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xED
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEC
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEB
,
,
0x5E,0xA0
0x04,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x04,0xEA
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE6
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE6
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE8
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE6
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE6
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE5
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE8
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE5
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE5
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE7
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE5
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE4
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE7
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE7
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE5
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE5
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE7
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE6
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE7
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE6
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE6
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE6
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE5
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE6
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE6
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE5
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE7
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE5
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE6
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE8
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE6
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE6
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE6
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE7
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE4
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE7
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE5
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE6
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE6
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x05,0xE7
,
,
0x5E,0xA0
0x05,0x00
0x5F,0xA0
0xA0,0x00
